output_root,run_dir,comparison_path,model,model_type,architecture,algo_base,graph_builder,graph_transform,objective,class_weight,feature_set,horizon,lookback,train_window_mode,min_train_periods,max_train_periods,pred_rows,agent_status,agent_pass,BalancedAcc,AUC,AP,DirAcc,R2_health,pred_constant_flag,health_flag,robust30_flag
graph_official_framework_shortlookback_20260709_000325,graphfw_mlp_small_tanh_corr_abs_top8_raw_diffuse2_with_pca_lb1_h2,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_mlp_small_tanh_corr_abs_top8_raw_diffuse2_with_pca_lb1_h2/comparison.csv,graphfw_mlp_small_tanh_corr_abs_top8_raw_diffuse2_with_pca_lb1_h2,graph_official_pool,,mlp_small_tanh,corr_abs_top8,raw_diffuse2,,,with_pca,2,1,expanding,24,,94,no_signal,False,0.4425,0.4473,0.5269,0.4149,-141.0821,False,False,True
graph_official_extra_transforms_shortlookback_20260709_0627,graphfw_sgd_modified_huber_corr_abs_top8_centrality_pool_no_pca_lb2_h2,/root/corn_spike_sota/outputs/graph_official_extra_transforms_shortlookback_20260709_0627/graphfw_sgd_modified_huber_corr_abs_top8_centrality_pool_no_pca_lb2_h2/comparison.csv,graphfw_sgd_modified_huber_corr_abs_top8_centrality_pool_no_pca_lb2_h2,graph_official_pool,,sgd_modified_huber,corr_abs_top8,centrality_pool,,,no_pca,2,2,expanding,24,,93,no_signal,False,0.4425,0.4425,0.5439,0.4624,-10.6034,False,False,True
graph_official_extra_transforms_shortlookback_20260709_0627,graphfw_gradient_boosting_knn_cosine_top5_raw_residual_no_pca_lb2_h2,/root/corn_spike_sota/outputs/graph_official_extra_transforms_shortlookback_20260709_0627/graphfw_gradient_boosting_knn_cosine_top5_raw_residual_no_pca_lb2_h2/comparison.csv,graphfw_gradient_boosting_knn_cosine_top5_raw_residual_no_pca_lb2_h2,graph_official_pool,,gradient_boosting,knn_cosine_top5,raw_residual,,,no_pca,2,2,expanding,24,,93,no_signal,False,0.4425,0.4028,0.5545,0.4624,-0.2671,False,False,True
graph_official_framework_shortlookback_20260709_000325,graphfw_random_forest_shallow_group_prefix_graph_stats_no_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_random_forest_shallow_group_prefix_graph_stats_no_pca_lb2_h1/comparison.csv,graphfw_random_forest_shallow_group_prefix_graph_stats_no_pca_lb2_h1,graph_official_pool,,random_forest_shallow,group_prefix,graph_stats,,,no_pca,1,2,expanding,24,,95,no_signal,False,0.4424,0.4309,0.4634,0.4421,-0.0441,False,True,True
graph_official_vmd_shortlookback_focus_20260709_0638,graphfw_extra_tree_gini_corr_abs_top5_raw_smooth_no_pca_lb9_h2,/root/corn_spike_sota/outputs/graph_official_vmd_shortlookback_focus_20260709_0638/graphfw_extra_tree_gini_corr_abs_top5_raw_smooth_no_pca_lb9_h2/comparison.csv,graphfw_extra_tree_gini_corr_abs_top5_raw_smooth_no_pca_lb9_h2,graph_official_pool,,extra_tree_gini,corr_abs_top5,raw_smooth,,,no_pca,2,9,expanding,24,,86,no_signal,False,0.4423,0.4952,0.6141,0.4767,-0.6831,False,False,True
graph_official_extra_transforms_shortlookback_20260709_0627,graphfw_sgd_modified_huber_knn_euclidean_top5_raw_residual_no_pca_lb4_h2,/root/corn_spike_sota/outputs/graph_official_extra_transforms_shortlookback_20260709_0627/graphfw_sgd_modified_huber_knn_euclidean_top5_raw_residual_no_pca_lb4_h2/comparison.csv,graphfw_sgd_modified_huber_knn_euclidean_top5_raw_residual_no_pca_lb4_h2,graph_official_pool,,sgd_modified_huber,knn_euclidean_top5,raw_residual,,,no_pca,2,4,expanding,24,,91,no_signal,False,0.4423,0.4423,0.5454,0.4615,-4.5132,False,False,True
graph_official_extra_transforms_shortlookback_20260709_0627,graphfw_sgd_modified_huber_corr_abs_top5_raw_residual_with_pca_lb4_h2,/root/corn_spike_sota/outputs/graph_official_extra_transforms_shortlookback_20260709_0627/graphfw_sgd_modified_huber_corr_abs_top5_raw_residual_with_pca_lb4_h2/comparison.csv,graphfw_sgd_modified_huber_corr_abs_top5_raw_residual_with_pca_lb4_h2,graph_official_pool,,sgd_modified_huber,corr_abs_top5,raw_residual,,,with_pca,2,4,expanding,24,,91,no_signal,False,0.4423,0.4423,0.5454,0.4615,-1.5022,False,False,True
graph_official_extra_transforms_shortlookback_20260709_0627,graphfw_sgd_modified_huber_glasso_alpha05_raw_residual_with_pca_lb4_h2,/root/corn_spike_sota/outputs/graph_official_extra_transforms_shortlookback_20260709_0627/graphfw_sgd_modified_huber_glasso_alpha05_raw_residual_with_pca_lb4_h2/comparison.csv,graphfw_sgd_modified_huber_glasso_alpha05_raw_residual_with_pca_lb4_h2,graph_official_pool,,sgd_modified_huber,glasso_alpha05,raw_residual,,,with_pca,2,4,expanding,24,,91,no_signal,False,0.4423,0.4423,0.5454,0.4615,-1.5022,False,False,True
graph_official_extra_transforms_shortlookback_20260709_0627,graphfw_gradient_boosting_spearman_abs_top5_raw_residual_no_pca_lb4_h2,/root/corn_spike_sota/outputs/graph_official_extra_transforms_shortlookback_20260709_0627/graphfw_gradient_boosting_spearman_abs_top5_raw_residual_no_pca_lb4_h2/comparison.csv,graphfw_gradient_boosting_spearman_abs_top5_raw_residual_no_pca_lb4_h2,graph_official_pool,,gradient_boosting,spearman_abs_top5,raw_residual,,,no_pca,2,4,expanding,24,,91,no_signal,False,0.4423,0.3111,0.4661,0.4945,-0.2911,False,False,True
graph_official_framework_shortlookback_20260709_000325,graphfw_lightgbm_goss_corr_abs_top3_smooth_only_with_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_lightgbm_goss_corr_abs_top3_smooth_only_with_pca_lb2_h1/comparison.csv,graphfw_lightgbm_goss_corr_abs_top3_smooth_only_with_pca_lb2_h1,graph_official_pool,,lightgbm_goss,corr_abs_top3,smooth_only,,,with_pca,1,2,expanding,24,,95,no_signal,False,0.4422,0.4659,0.4933,0.4421,0.0126,False,True,True
graph_official_extra_transforms_shortlookback_20260709_0627,graphfw_ada_boost_tree_knn_euclidean_top5_raw_residual_no_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_extra_transforms_shortlookback_20260709_0627/graphfw_ada_boost_tree_knn_euclidean_top5_raw_residual_no_pca_lb2_h1/comparison.csv,graphfw_ada_boost_tree_knn_euclidean_top5_raw_residual_no_pca_lb2_h1,graph_official_pool,,ada_boost_tree,knn_euclidean_top5,raw_residual,,,no_pca,1,2,expanding,24,,95,no_signal,False,0.4422,0.4473,0.4849,0.4421,-0.0159,False,True,True
graph_official_framework_shortlookback_20260709_000325,graphfw_bagging_tree_corr_abs_top8_raw_diffuse2_no_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_bagging_tree_corr_abs_top8_raw_diffuse2_no_pca_lb2_h1/comparison.csv,graphfw_bagging_tree_corr_abs_top8_raw_diffuse2_no_pca_lb2_h1,graph_official_pool,,bagging_tree,corr_abs_top8,raw_diffuse2,,,no_pca,1,2,expanding,24,,95,no_signal,False,0.4422,0.4457,0.4502,0.4421,-0.0653,False,True,True
graph_official_recentcap_focus_20260709_0521_cap48,graphfw_perceptron_corr_abs_top8_raw_diffuse2_no_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_recentcap_focus_20260709_0521_cap48/graphfw_perceptron_corr_abs_top8_raw_diffuse2_no_pca_lb2_h1/comparison.csv,graphfw_perceptron_corr_abs_top8_raw_diffuse2_no_pca_lb2_h1,graph_official_pool,,perceptron,corr_abs_top8,raw_diffuse2,,,no_pca,1,2,expanding_with_cap,24,48.0,95,no_signal,False,0.4422,0.4353,0.4631,0.4421,-0.0082,False,True,True
graph_official_recentcap_focus_20260709_0521_cap48,graphfw_bagging_tree_group_prefix_graph_stats_with_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_recentcap_focus_20260709_0521_cap48/graphfw_bagging_tree_group_prefix_graph_stats_with_pca_lb2_h1/comparison.csv,graphfw_bagging_tree_group_prefix_graph_stats_with_pca_lb2_h1,graph_official_pool,,bagging_tree,group_prefix,graph_stats,,,with_pca,1,2,expanding_with_cap,24,48.0,95,no_signal,False,0.4422,0.42,0.4302,0.4421,-0.106,False,False,True
